sample_id	g__Lactiplantibacillus	g__Ligilactobacillus	g__Lacticaseibacillus	g__Lactobacillus	g__Streptococcus	g__Enterococcus	g__Enterococcus_B	g__Listeria	g__Listeria_A	g__Staphylococcus	g__Bacillus	g__Bacillus_A	g__Paenibacillus	g__Streptomyces	g__Mycobacterium	g__Corynebacterium	g__Rhizobium	g__Brucella	g__Neisseria	g__Burkholderia	g__Acinetobacter	g__Pseudomonas	g__Pseudomonas_E	g__Serratia	g__Yersinia	g__Cronobacter	g__Enterobacter	g__Klebsiella	g__Escherichia	g__Citrobacter	g__Salmonella
135					2.154232581					1.612661274					2.256292956					1.786251752		1.751875706						1.87714326	2.67901091		2.693013053
136					2.050430133					1.539170959					1.775340832					1.586006977		1.816865736						1.501459666	3.728379832		4.954767884
137					2.079314746					1.574043889					1.92646316					1.861762541		1.562169164						2.034144989	1.508420839		5.801509315
138					1.534586153					1.597784577					1.609003741					1.613051423		1.735101762						1.505516454	1.551204009		3.970860698
139					2.002756413					1.569442504					2.329463673					1.6423516		1.613984497						1.68284814	1.774758764		4.645998742
140					1.715216151					1.551358698					1.578852084					1.514550651		1.79221719						1.672316113	1.923329807		2.921532114
141					1.504482175					1.966119706					1.682788373					2.170499615		4.397988942						1.852282251	1.853193232		4.151176142
142					2.762572191					1.82066611					5.544462662					1.512040979		1.735182283						1.810939942	1.912187109		4.67776817
143					1.847533959					1.660029969					1.839589492					1.793489726		1.934693223						1.817584241	1.760308677		3.155860935
144					2.346801669					2.788719888					2.587312327					1.623640034		1.752672006						1.660006531	3.265843703		3.337695577
145					1.523935972					1.608247728					1.643484871					1.748451154		2.374655321						1.735087916	2.042658119		3.875161432
146					3.190498403					1.606560116					1.970122516					1.500613218		3.191112683						1.548432304	1.96151471		2.508029964
147					1.92693995					2.501411719					1.76521733					1.963202305		3.689750039						1.805197527	1.686533857		3.403936994
148					1.769273048					2.527472016					1.690329539					1.736896626		1.896052777						1.656214544	1.531477879		4.228862797
149					8.423970453					2.178890463					1.924118844					1.644807742		1.662612785						1.846606322	1.708644901		2.429991195
150					1.635345373					1.678109139					1.714007758					1.884164692		2.080021929						2.022050194	1.549462851		1.977641368
151					2.997439073					1.510266167					1.516359695					1.553179739		2.136128438						2.258899935	1.550960099		2.355818891
152					1.930429403					1.972708157					2.555015414					2.174358443		1.677928145						1.831225527	1.615036981		1.622908151
153					1.705899551					1.52184285					2.107752066					1.558697038		1.50041692						1.763637679	2.119643892		1.594340096
154					9.116598387					2.325298948					1.822986199					2.124134956		1.809621956						1.702873595	1.706741508		1.5575717
155					1.537956736					1.990665539					1.763946859					2.070349247		1.999136621						1.620894063	1.692505671		1.806853078
156					1.577611374					1.699832021					3.140620696					1.576370335		1.558859754						1.82341744	1.5508876		1.715183143
157					1.593866982					1.54097691					1.877842167					2.052278907		1.566756247						2.343168177	1.95186687		1.816115848
158					1.766866888					1.507633422					1.548327306					1.674710344		1.523798354						1.682252877	2.222503366		1.714862432
159					2.146584944					1.644333066					1.714421764					1.710742174		1.884801696						1.869246769	1.517471518		1.750079839
160					1.552110003					1.558500985					1.917228245					1.606848639		1.722103035						1.974847505	1.509297219		1.769580298
161					1.645769879					2.360205384					1.72753772					1.501790599		1.733399584						1.761455082	1.574109437		1.607857845
162					1.721869954					1.686808351					2.966023154					1.87601182		1.566954767						1.666919055	1.516342689		1.546197972
163					2.631633797					2.305422995					1.75279463					1.676265538		1.563101296						1.500783014	1.66831426		1.575697669
164					1.710194744					3.123462857					1.556951078					1.512510641		1.709133152						1.71643086	1.991463662		1.720931935
165					1.552249907					1.797706795					1.834127354					1.610857734		1.504119175						1.539295517	1.973095604		1.677609119
166					1.619853737					1.502015001					1.573347574					1.762581271		1.616030034						2.040097801	1.507124031		1.896481445
167					1.712140289					2.108266558					1.677606212					1.854437812		1.576005107						1.556891524	1.539354861		1.626117622
168					3.095675757					1.770160033					1.911460161					1.50655023		1.761293684						1.501752535	1.671041118		1.825693998
169					1.697390244					1.987833663					1.533988791					2.031086878		1.939238091						1.591166407	1.665292715		1.808854478
170					2.582061572					1.835080382					1.815939791					1.618578819		2.07325386						1.666121931	1.685264735		1.540075593
171					1.600599823					2.326392522					1.937606929					1.689874898		1.693041252						1.528977082	1.536228138		2.464517442
172					1.84582649					1.635184983					1.577487924					1.870346951		1.579260837						1.53196758	1.628085262		2.359387142
173					3.946535132					2.097001415					2.008969909					2.063214721		1.57413069						1.502657655	1.588847205		2.167475233
174					2.681731942					1.500951572					1.591190598					2.381791899		1.706897176						1.776166316	1.502647247		1.774255787
175					2.024771553					1.824867738					1.516569158					2.071797957		1.907669054						1.564656161	1.573652668		1.745586181
176					1.899335858					1.522274341					3.224977363					1.78098575		2.151875058						1.74241493	1.86285254		1.568960614
177					2.263814291					1.586751213					1.670407998					1.538650014		1.501354741						1.543196559	1.594688194		8.504068861
178					2.900874235					1.5919919					3.017778031					1.665536394		1.500264738						2.225731419	1.928170731		1.768293902
179					2.532578206					1.688870689					1.573619128					1.842066804		1.880636838						1.522194038	1.782689831		1.889030658
180					1.631223265					1.591076599					1.787183091					2.281918228		1.731899013						1.619281731	1.602582953		2.175152767
181					1.679855966					2.018105505					1.906582534					1.96922661		1.57847995						4.559114731	1.507824436		1.709019104
182					1.717597255					2.222875827					1.689058591					1.681635063		1.788233333						1.603677447	1.812556816		2.62971031
183					1.71498144					1.557572767					1.507144055					1.703366603		1.591789508						2.077458925	1.798207729		2.693978923
184					1.563348297					1.536710832					1.502570212					1.684087507		1.538544524						2.406339543	1.65827664		1.687686306
185					3.445394258					1.51193862					1.699770532					1.590617823		1.55761413						1.76451597	1.973697949		2.669526139
186					1.647567081					2.049182106					1.632271135					2.124256944		1.857004462						1.955884633	1.572324997		3.175500685
187					1.536298474					1.55854345					1.512442296					3.474977345		2.828849894						1.713911973	1.568487786		1.791440719
188					2.601399753					1.511169847					1.624468058					2.562766562		1.535473152						1.555101686	1.580456659		1.5525829
189					1.868219402					1.735476689					2.325630284					1.52568276		2.079156663						1.616766924	1.623223716		5.993373334
190					1.710171524					2.155788573					1.640088242					2.8944757		2.115784793						5.32638607	1.647735444		1.750744544
191					1.542865477					1.87395753					1.587809027					2.288568957		1.526398452						1.555781211	1.733868307		2.35822246
192					1.617341529					1.646773015					1.507287718					1.807500717		1.613395943						1.609057492	1.512590589		2.010654661
193					1.557569342					1.549380547					1.702979546					1.89370592		1.853476628						1.835809768	1.664959927		1.587796037
194					2.159306399					1.579530687					1.763517154					1.589373056		1.633734898						1.578906378	1.670210949		1.722872595
195					4.089010463					1.532724185					1.684171965					1.786298033		1.593057202						1.714374304	1.566263098		2.510142348
196					1.630639105					1.864743525					1.566533561					1.545064949		2.005553829						1.772754475	1.598851572		2.051825414
197					1.716511293					1.875916693					1.567072948					1.747084194		1.585557917						1.74469046	1.510015469		1.647984109
198					1.590549491					1.669445571					2.025101596					1.622993355		1.622627103						2.619952628	1.738873134		2.046017654
199					1.80980809					1.606769409					1.676974108					1.730729611		1.566725527						1.681622032	2.48924098		1.796998404
200					1.914589651					2.450279066					1.537236118					1.659670777		2.051838512						1.616939228	1.572420339		2.737012541
201					1.531625539					1.808048927					1.848612572					1.854371242		1.558250751						1.554354319	1.834964053		1.51736412
202					2.03026727					2.117499541					1.606409836					2.231306029		1.528357327						2.164088592	1.739109769		2.222343833
203					1.648544205					1.842230495					1.643299643					1.668696494		1.611093485						1.603957867	1.50177743		1.638817768
204					4.082368587					1.617257463					1.577182573					2.096632193		1.522603383						1.600242426	1.516427633		2.725857902
205					3.64090208					1.547066169					1.993910115					1.710953188		1.519241208						2.155657424	1.652036613		1.560195098
206					1.745941342					2.580694941					1.538908164					2.475929219		1.587277176						1.984301632	2.017310883		1.537224301
207					1.90807348					4.115484223										2.001930353		1.704706305						1.622962862	2.067587985		3.994186772
208					1.622082084					1.637498619										2.096767342		1.738487955						1.835755314	1.712291219		10.18295758
209					4.011018332					1.797787101										1.764099978		1.591140406						1.532631876	2.050173228		1.503625705
210					2.174269091					2.390536742										2.713476116		1.535212491						1.521396248	1.900011873		1.700097441
211					1.86016551					2.533010838										2.153435919		1.51381579						1.598427416	1.526652275		1.767723487
212					1.569355451					1.931997688										2.754873355		1.502483768						1.715617057	1.757644947		1.669636656
213					1.734338961					1.697797729										1.952575419		1.852016903						1.627251948	3.131022597		1.508502005
214					1.693181645					2.036919445										2.526552242		1.869306611						1.596923875	1.567367271		1.723310549
215					1.581508927					1.814681166										1.978656703		1.706557267						1.648316905	2.141135273		1.728995847
216					5.933853246					1.709072594												1.787018163						1.665506044	1.556380113		1.718077045
217					11.47835572					1.523249644												1.697178299						1.551869362	1.638847111		1.694638905
218					2.057243313					1.808804352												2.485351044						1.562683444	1.62085336		1.549465451
219					1.574263795					1.584204369												3.199431212						1.643771014	1.601527044		1.736414356
220					1.532388615					1.654364252												1.973372636						1.686403318	1.575547836		1.552042421
221					1.663415636					1.593260315												1.745534408						1.778976246	2.017911913		3.297364882
222					1.522674511					2.032749472												1.604832137						1.652628305	1.537374726		2.131468912
223					1.650594574					3.820662108												1.772968146						1.509265107	1.552709068		1.641948363
224					1.631281037					1.500244824												2.125954583						1.744059789	2.793300026		1.51955069
225					6.827120289					1.740839303												1.827096332						1.746024006	1.904246172		1.622076453
226					1.690651169					2.427112011												2.053837678						1.588627906	2.85740221		1.836570047
227					11.01141091					1.719283804												3.172760332						1.552716833	1.577982888		2.967841218
228					2.297899126					1.793602316												2.224695764						1.550601091	1.537692083		1.930199056
229					1.618262472					1.678462583												2.029438307						1.556198288	1.669775688		1.728116812
230					1.562339175					2.524423994												3.175868559						2.619829908	1.570224683		1.543696118
231					1.874309589					2.070530812												1.580301791						1.642449854	1.582466917		2.534432768
232					1.529136273					1.523171126												1.684590024						2.684410783	1.586838818		2.558245152
233					1.652666813					2.087572749												1.509952119						1.589745911	1.675574654		1.605966836
234					1.525965605					1.535722029												1.523980386						1.727189867	1.981790952		1.529725732
235					4.281962174					1.618649503												2.737163192						1.569182595	2.241911167		1.524482924
236					1.790259239					1.524419447												1.557387989						1.684081308	1.517449963		1.530321553
237					1.669558052					1.704831175												2.547331009						1.517761593	1.531927778		1.720365801
238					1.503379105					1.523516143												2.080803717						1.593560807	1.853712643		1.600964947
239					1.533761106					1.625768317												1.915652444						2.212188288	1.910620172		1.527853778
240					1.585335906					1.946852762												2.269875454						1.50065097	1.606945186		1.550796628
241					1.786819322					1.610371798												2.096462708						1.586017758	1.512773231		1.721858138
242					4.074334561					1.987578886												1.652381972						1.842244967	1.520078291		1.696837843
243					9.659976925					2.711693555												2.44572545						1.70619514	1.628581802		2.012273259
244					1.761253165					1.546791331												8.582606746						1.759975754	1.718511424		1.64241112
245					7.180362804					1.537047957												2.683473159						1.537922106	2.143431641		1.574826068
246					2.29641798					2.489107439												1.681887231						1.965755358	2.687286436		2.18371763
247					2.298945405					2.321957415												1.682900876						2.024824337	1.611382371		1.62101511
248					1.682377256					1.738844472												1.563300384						1.552279636	1.589867142		1.674663787
249					1.557512152					1.636714326												1.543300124						1.663459379	1.928083482		1.600960252
250					1.511327524					1.843124045												1.979551188						1.984334454	2.971380226		2.887926909
251					1.773086089					1.567874706												1.723767						1.509350777	1.589491361		1.84682465
252					1.864069007					1.896850979												1.604163994						1.736372363	1.703483145		1.52419255
253					1.689049082					4.608096781												4.725889075						1.725876305	1.817342034		1.647281619
254					1.608005922					1.520103076												1.762102443						1.560312968	1.638188319		1.765512682
255					2.498665185					1.869401408																		1.507613758	1.726405885		1.609947728
256					1.934455134					1.860045722																		1.691660718	1.519780848		2.422529162
257					2.989260033					1.599355243																		1.521920649	1.756564228		1.967432748
258					1.627978939					1.771560851																		1.599068984	1.8345163		1.935614247
259					3.10715153					1.644879115																		1.536950461	1.884909352		1.66781334
260					1.55525259					1.581204061																		1.625252018	1.672163518		1.604603101
261					2.329671671					1.55116271																		2.390720304	1.569224014		1.725743071
262					1.661077887					2.556211424																		2.054370911	1.802340301		1.590552948
263					2.334430057					2.398480305																		2.406295241	1.508308699		1.574275085
264					2.488411894					1.949915742																		1.645429553	1.665799612		1.878448007
265					1.597376804					1.536696011																		1.644700026	1.603558605		2.198039642
266					1.757762469					1.924175369																		2.215188785	2.607589044		1.768153311
267					1.801384924					1.650604515																		2.020406139	1.89911575		1.833748075
268					1.599204387					1.622485792																		1.900285162	1.59910761		2.203193674
269					2.916838933					1.720166174																		1.94282682	1.562853458		1.773934179
270					1.7076396					1.650870479																		1.761734459	1.595720892		5.712248584
271					1.513707835					1.729900327																		1.835622892	2.694699938		2.734459893
272					2.573489488					2.412595374																		2.000193414	1.971017769		1.551316729
273					2.470364571					1.633195764																		2.632708358	2.474257472		1.629316668
274					2.052798571					1.594737462																		1.62718998	1.514534467		1.688572033
275					1.795150851					2.100403625																		1.977166054	1.728790761		1.507577252
276					1.951264279					1.630049819																		2.058785572	1.928292821		1.581674258
277					4.242457936					2.080034716																		3.232443342	1.670452		1.591513367
278					1.755486371					2.00051202																		1.834268846	1.917037454		1.612090707
279					3.411702811					22.74897925																		1.904071485	1.546690783		1.608515336
280					1.505059439					3.494701108																		1.631382076	1.535621879		2.336951722
281					1.555901264					13.44303582																		2.34337605	2.195407779		1.569480926
282					1.541033837					4.081427139																		1.804098782	1.761701385		1.876118237
283					2.447515223					3.659506898																		1.543277504	1.592306821		1.516540887
284					1.887343027					2.153235938																		1.593696023	1.604071208		1.832577586
285					1.90046801					1.690224634																		1.619369903	1.627937425		1.628910776
286					1.528513766					3.959006464																		2.492219235	1.561480818		1.554302206
287					7.138273521					1.97477939																		1.60732359	1.619286979		1.700472627
288					1.898571908					1.835519222																		1.534179141	1.807993981		1.535436012
289					1.50366597					8.776193788																		1.545973483	1.531846927		1.524299828
290					1.676703193					1.517121197																		1.516931362	1.52978773		1.66986368
291					2.220717456					2.25872392																		2.35384615	1.545895424		2.664332079
292					1.734806948					2.461815734																		1.851466732	1.50156831		1.726760971
293					3.593814783					3.024835039																		1.80711667	1.633109741		1.986509837
294					1.62469698					2.04774215																		1.523475643	1.632573893		1.905015098
295					2.417531632					2.106686696																		2.256976407	1.526336507		1.508666
296					1.550876188					2.404409191																		1.505570479	2.024549064		1.861764609
297					1.870051858					1.859227832																		2.054515765	1.559949253		4.61025869
298					4.06850761					5.463578456																		1.527934467	2.059281581		1.641050597
299					4.486252933					1.737650679																		1.995171486	1.736713715		1.562283255
300					2.080166699					7.172406926																		1.640413417	1.520285371		1.977370434
301					1.703017028					3.020982043																		1.839598401	1.618577463		1.596933313
302					1.63430657					6.004688061																		1.510097437	1.512203775		7.620685902
303					1.90916657					1.943774006																		1.991126346	1.553924843		1.775581898
304					1.71161197					11.74943527																		1.65530239	1.718620529		1.552145726
305					1.801441792					6.927068541																		1.768373232	1.569357943		1.725881252
306					1.652228058					5.391693539																		1.998421385	1.693201914		3.610946544
307					4.429749319					2.366667431																		1.55197641	1.673645402		1.666540723
308					1.802260154					4.014679613																		1.943731931	1.570212867		1.519281164
309					2.665208188					1.526980332																		1.71423111	2.015114555		1.680083852
310					12.05623733					1.539328105																		1.855626877	1.781520055		2.005378356
311					1.752918665					2.603228678																		1.740527812	1.509322548		1.859126005
312					1.638415353					1.556328014																		2.102437975	2.052564341		1.845798402
313					1.585221332					8.115472178																		1.983784812	1.561569474		2.076309748
314					2.909393716					13.03993182																		1.950037054	1.727488569		1.750942499
315					1.868653996					1.794773465																		1.70854013	1.540926782		1.773145185
316					1.56081204					4.686031992																		1.903805607	1.563884101		1.608677723
317					2.030982513					7.047613446																		1.903740132	1.612137142		1.619604428
318					1.60312754					2.959721459																		1.890869062	1.921107929		1.952723286
319					2.413150279					2.0049537																		1.637671829	1.803433586		1.538718443
320					1.639226412					1.673931094																		2.001574032	2.011342178		1.656741584
321					1.543785543					2.656449763																		1.990279775	2.296709799		1.634346552
322					3.039442944					1.80580794																		1.547157993	1.85079392		1.570658885
323					1.680485186					2.536744966																		1.67574976	1.573119438		1.511051935
324					1.687780967					5.814068617																		2.271010532	2.144486841		1.605173496
325					5.917985156					4.012287377																		2.129894873	1.518180234		1.526739153
326					1.738643584					1.920726013																		1.74811041	1.624357199		1.643696599
327					1.657166852					1.994035617																		1.604294032	1.794453496		2.070371772
328					2.474484164					1.611434744																		1.69077251	1.636861601		1.917533484
329					2.38321095					2.000687387																		1.891751108	1.782259806		1.759900766
330					1.557093032					1.573933539																		1.730648374	1.587867914		1.742039247
331					1.974676439					1.957868505																		1.914556696	1.831524518		1.748176708
332					1.52482145					2.504146408																		2.215911257	1.675552144		1.548496678
333					1.539076254					4.424747513																		1.602227266	3.292918442		1.965316025
334					1.515639806					3.66844006																		2.004727563	1.818139916		1.574192462
335					2.036505235					2.247669239																		3.906095987	1.588234796		1.556194287
336					2.196308708					3.357817708																		1.648335149	1.570087128		1.661508598
337					1.72864922					3.354610141																		1.670508274	1.559937109		1.565623702
338					1.914497248					2.121049546																		1.765368972	1.76929879		1.582748536
339					2.944991748					2.037848564																		1.656047684	1.975956209		1.5229795
340					1.524350054					1.578183208																		2.588220396	1.526655614		1.619045711
341					1.537414859					1.505595448																		1.661415183	1.820674519		1.520393595
342					1.613368153					1.501098586																		1.777164992	1.534169685		1.632768991
343					1.525488967					1.518257802																		1.854423172	1.955550992		2.54645371
344					2.104408814					1.535092682																		1.703774024	1.7824962		6.963006249
345					1.580492405					1.573158586																		1.530635128	2.130152569		2.060836875
346					3.177233016					1.502269648																		1.629798959	5.110467301		1.59383473
347					1.704871847					1.548928168																		1.505926749	1.669633392		2.090413372
348					1.936213671					inf																		1.913794918	1.757774258		2.005089828
349					1.702148719					1.501951613																		1.519134305	1.585012995		2.130573533
350					1.980759804					1.508983668																		1.51125972	1.903957613		2.09541299
351					3.188666064					2.482399435																		1.549121219	3.640067076		1.50673232
352					1.660440935					3.344827726																		1.979092084	1.61650424		1.566891288
353					1.634822768					4.25183152																		1.764017056	1.925433627		1.629359815
354					2.630193274					1.871569716																		1.503354284	inf		1.535253075
355					2.905737728					1.503435726																		1.584524031	1.759441708		1.549108999
356					4.944904803					1.676143179																		1.530803275	2.787585645		1.709452423
357					2.766892397					1.851453715																		1.567924884	3.025803989		1.62360883
358					1.563061871					1.794722155																		1.829813792	2.304865477		1.514854614
359					1.935977332					1.608293171																		1.633743336	2.090120557		2.234988181
360					1.755352226					1.889240867																		1.672451033	1.957904412		1.634444064
361					1.599286895					1.884225564																		1.761517054	1.856268247		1.679959225
362					2.265660982					5.195550533																		1.531865588	1.616517174		1.70304994
363					1.538116622					2.030874874																		2.245658337	3.310936218		1.612583422
364					1.565207651					1.918719522																		1.786073393	3.110132466		1.876184693
365					3.614632593					1.528942535																		1.513587867	1.866081658		1.55249366
366					1.641972349					1.704168756																		1.586930823	2.526274998		2.660035371
367					1.933520023					1.661971708																		1.77820792	1.590670472		1.546153546
368					2.141462604					1.596504039																		1.579283499	2.220097063		1.669387929
369					2.068078198					1.616063324																		1.755065639	1.660726421		1.804088584
370					1.678302025					1.916336634																		1.762922295	1.67003743		2.806747949
371					1.785583257					2.197687039																		1.863630374	1.560597941		1.892585309
372					2.125588291					1.546648062																		1.586920872	1.542347185		1.743997767
373					3.243386392					2.164962118																		1.952579583	1.832653433		1.596985491
374					1.950825299					2.983800763																		1.706469704	3.100642411		1.530813338
375					1.60844262					1.948929073																		1.584412931	1.568157593		1.749911954
376					3.512825614					2.814530448																		1.523614635	1.566443561		1.915755152
377					3.599641209					2.462751969																		1.512613197	1.664749762		1.645227065
378					2.987194088					2.420401406																		1.536727236	1.555490918		2.144789221
379					1.927306867					3.519804744																		1.513160051	1.702827909		1.566468782
380					1.530937749					2.640684934																		1.747250058	1.583650868		1.514223339
381					1.513868241					1.588398373																		1.511825524	1.820391059		1.695324571
382					1.838691541					2.118680824																		1.921808915	1.733414314		1.655424962
383					1.57505478					2.457333462																		1.572523682	1.652557445		1.592257833
384					2.319816826					1.814787078																		1.545295428	1.69709111		1.804382707
385					1.654736789					3.12990638																		1.677231026	1.519753256		1.505878793
386					1.603948464					1.596024334																		1.62335481	1.532996263		1.598035815
387					1.564926461					2.505657373																		1.565719442	1.553078062		1.694492737
388					3.271051821					1.983614453																		1.550644349	1.50873539		1.699306858
389					2.427129094					1.601094831																		1.551388944	1.627016782		1.565015637
390					1.520845569					1.643500284																		1.631220382	1.655615298		1.534394333
391					1.902203701					1.813755603																		1.553602967	1.514582788		1.921425886
392					3.702196389					2.094415337																		2.641910458	1.550431786		1.55316066
393					1.693925502					1.881660768																		1.686857699	1.768653457		2.512013415
394					4.331728113					1.542024097																		2.758426346	1.91483382		2.112412127
395					1.524714703																							2.174057467	1.560245952		1.711000919
396					1.610426741																							1.532604156	2.50999183		2.23287179
397					1.556424991																							1.628530539	1.757936693		1.563858292
398					2.022713706																							1.697118897	1.565774051		1.534839832
399					1.786157564																							1.563626023	1.575730678		1.746600188
400					1.874165582																							1.793473318	4.113022442		1.585814953
401					1.752796876																							1.611293294	1.830284861		1.72863332
402					3.216104447																							1.536648984	1.882714953		1.523000716
403					1.786803232																							1.519775239	1.693124938		1.542128724
404					1.798025201																							3.434188598	1.759747134		1.980156895
405					1.535520942																							1.728317102	1.688279614		1.642542775
406					1.706640865																							1.841493768	1.619445398		1.764348051
407					1.849968927																							2.305017114	2.012365492		1.616981718
408					1.946094409																							1.880319807	1.569917841		1.845900127
409					1.72668908																							2.284742198	2.212073327		2.201485067
410					1.67347158																							2.477129249	1.571805847		1.764238183
411					2.002088241																							2.029291831	2.621724378		1.533862345
412					2.201432827																							2.163710935	1.894373295		1.529569226
413					1.571052761																							2.447851729	1.521259823		1.59643324
414					1.906191479																							2.009773002	1.695503724		1.626443755
415					1.936724421																							2.194180168	1.542711822		1.739009705
416					1.80069831																							2.006095674	1.85890974		1.510628926
417					2.944018345																							2.14029912	1.758252298		1.611019896
418					1.585412269																							2.020776651	1.513449242		1.530948825
419					1.879869165																							2.48963264	1.505110967		1.655380446
420					2.826696821																							2.158448563	2.172764845		1.500875102
421					1.866399388																							2.391273723	1.745621904		1.910987045
422					1.734510491																							2.071787906	2.000556777		1.624386764
423					1.850975125																							2.388797567	1.808438761		1.574759764
424					1.892338383																							2.926382322	1.627369828		1.675262561
425					1.649519513																							2.254422458	2.066174936		3.910260259
426					3.242620326																							2.726989962	2.735557748		1.615763547
427					1.978940777																							1.96501222	1.969711944		1.554393799
428					4.595093035																							1.611712454	2.002492436		1.518120932
429					2.21541224																							1.720204956	1.907975491		1.560648411
430					2.270530697																							1.758703209	2.032456969		1.528613376
431					1.66411761																							1.823427537	1.826653004		1.559517435
432					1.826668442																							1.517692779	1.636833802		1.686307043
433					1.834386256																							1.660839782	2.625838626		1.551118414
434					1.790982179																							1.563241381	2.231176018		1.673303167
435					2.341219085																							1.553497752	1.711237291		1.627112873
436					1.826319795																							2.1018911	1.610566623		1.605210362
437					1.941429839																							1.866091274	1.536107316		1.677902654
438					4.122971884																							1.688947675	2.063559546		1.508729536
439					1.666793814																							14.27976519	1.849313128		1.89640009
440					1.933142374																							1.507657229	1.53147023		1.566811398
441					2.749502037																							2.219665331	1.909397144		1.668831131
442					4.15619418																							2.488118119	1.678857888		1.886357042
443					1.78564218																							1.766391092	3.858940939		3.174282754
444					2.25115918																							1.592585888	2.531273182		1.776853898
445					1.916169957																							1.55900446	7.951436508		3.691371567
446					1.744474376																							2.056896232	1.679129874		1.621490564
447					1.564198678																							1.515705814	2.114658947		13.57203713
448					1.838323788																							1.767791755	2.189203529		1.633389853
449					1.571629283																							3.229638982	1.734386591		1.739475549
450					1.857173528																							2.197445366	2.986703433		14.817703
451					1.618896921																							1.522630436	1.656883086		2.172591957
452					1.622313318																							1.969394999	1.817074077		1.544690047
453					2.057666556																							1.565299793	2.27621685		1.576442918
454					1.631640048																							1.734266249	1.992920848		1.52424608
455					3.554911659																							1.918072325	1.990193775		1.587051694
456					2.898713588																							2.23608776	1.928581488		1.536222992
457					2.523066666																							1.582605145	1.773543133		1.516068316
458					1.513910326																							1.51759071	1.522482792		1.506377281
459					1.604915134																							1.789028864	2.101895581		1.521246549
460					2.155761275																							2.007354186	1.581333899		1.674674445
461					3.074606312																							2.062588649	2.240716398		1.550649043
462					3.183852883																							1.644947135	1.547551185		1.659328045
463					1.660559231																								1.506358332		1.62372086
464					2.27504887																								1.513743844		1.589735857
465					2.284845072																								1.61405437		1.658945842
466					1.53457677																								1.650505382		1.659163684
467					1.592023557																								1.658163089		1.962226391
468					2.280063787																								1.678313854		1.514534808
469					1.775490291																								1.795222511		1.504763567
470					1.557865997																								1.503109308		1.722530458
471					2.827226886																								1.715845587		2.893507515
472					2.371837633																								1.726457968		1.512182692
473					3.150660478																								2.845929011		1.56555992
474					1.55644241																								7.842047686		1.500334808
475					1.837745302																								2.698766939		3.619266609
476					1.648253347																								1.563302778		1.754273465
477					1.573335845																								1.698715174		1.52511393
478					1.682323369																								1.640402019		1.912631097
479					1.554794544																								1.705146042		1.758654021
480					1.501872502																								1.934571487		1.777790939
481					1.841031717																								1.739370067		1.674304628
482					1.799622608																								1.509228803		1.679007893
483					1.597358154																								1.764264996		1.541534019
484					1.878335537																								1.861222032		1.680977335
485					1.922628247																								2.068877543		1.720194412
486					1.554237812																								1.52929657		1.639853226
487					1.76094778																								1.543247938		1.894730666
488					2.007904191																								1.612493463		1.679206115
489					1.594676697																								1.764473434		1.858214322
490					1.503515314																								2.908312747		1.661528196
491					1.592784947																								7.296282344		1.528893339
492					3.452835868																								2.283185378		1.634273288
493					2.060012936																								1.530591319		1.672570356
494					6.135345528																								1.501136427		1.518423756
495					4.816887248																								1.834974564		2.078995369
496					1.523143482																								1.517287472		1.639579224
497					1.589448325																								2.335466492		1.563640604
498					1.693957657																								2.051163373		1.504735123
499					1.541156046																								1.932231938		1.644599965
500					1.744841894																								2.07019171		1.783562007
501					2.14441507																								1.589852172		1.651753852
502					2.400892259																								1.54672503		1.662659472
503					1.923097592																								1.964923099		1.532728171
504					2.158714098																								2.285932974		1.633555125
505					1.505324628																								1.850665517		
506					1.795646595																								1.668432603		
507					1.682733794																								1.521968549		
508					1.58069921																								1.820694734		
509					8.931797589																								1.504454004		
510					2.555179826																								4.734211764		
511					1.903931851																								1.504861293		
512					2.214458131																								2.076173771		
513					1.834401927																								1.847167758		
514					1.584566356																								1.972121665		
515					1.533012385																								1.691533337		
516					2.412341055																								1.840293205		
517					1.573303609																								2.005520371		
518					1.781272182																								1.603105502		
519					2.354639321																								1.669774178		
520					1.928531982																								2.11196824		
521					1.501462859																								1.613009614		
522					2.350469386																								1.564602287		
523																													3.011376627		
524																													1.525660227		
525																													1.523251297		
526																													2.316130223		
527																													2.617310424		
528																													1.505331423		
529																													2.22983871		
530																													1.536212302		
531																													1.537853049		
532																													1.669585256		
533																													1.685679517		
534																													1.695094029		
535																													1.822777732		
536																													1.696282173		
537																													1.614878034		
538																													1.815845574		
539																													1.574337733		
540																													2.588894436		
541																													1.598059705		
542																													1.862621853		
543																													2.30286999		
544																													1.514258682		
545																													2.0461872		
546																													2.493882404		
547																													1.663397638		
548																													2.851507687		
549																													2.089067821		
550																													1.509664749		
551																													1.622450648		
552																													1.505752469		
553																													1.549227534		
554																													1.85478391		
555																													2.267495438		
556																													1.594153901		
557																													1.652205653		
558																													1.547612227		
559																													1.719266718		
560																													1.508700042		
561																													1.746124543		
562																													1.591842484		
563																													1.816752591		
564																													1.544826184		
565																													3.009971689		
566																													3.752348188		
567																													1.672773464		
568																													2.393267119		
569																													1.508824585		
570																													1.614452311		
571																													1.619403072		
572																													1.685211859		
573																													2.940515977		
574																													2.550691883		
575																													1.969855756		
576																													2.123905627		
577																													2.565376387		
578																													2.507462057		
579																													1.534976682		
580																													1.881839593		
581																													1.586376323		
582																													1.745997009		
